id,lnw,exper,ged,postexp,black,hispanic,hgc,hgc.9,uerate,ue.7,ue.centert1,ue.mean,ue.person.cen,ue1
2794,1.632,0.548,0,0.000,1,0,10,1,12.10,5.100,0.800,11.14,0.960,11.30
2794,1.418,0.948,1,0.000,1,0,10,1,12.20,5.200,0.900,11.14,1.060,11.30
2794,2.044,2.121,1,1.173,1,0,10,1,12.40,5.400,1.100,11.14,1.260,11.30
2794,2.004,3.101,1,2.153,1,0,10,1,12.90,5.900,1.600,11.14,1.760,11.30
2794,1.946,4.332,1,3.384,1,0,10,1,8.20,1.200,-3.100,11.14,-2.940,11.30
2794,1.660,4.912,1,3.964,1,0,10,1,9.00,2.000,-2.300,11.14,-2.140,11.30
2794,2.251,5.978,1,5.030,1,0,10,1,8.00,1.000,-3.300,11.14,-3.140,11.30
2794,1.647,6.883,1,5.935,1,0,10,1,10.00,3.000,-1.300,11.14,-1.140,11.30
2807,2.156,0.500,0,0.000,0,0,11,2,16.10,9.100,0.000,11.43,4.670,16.10
2807,2.005,1.150,0,0.000,0,0,11,2,17.10,10.100,1.000,11.43,5.670,16.10
2807,2.296,1.600,0,0.000,0,0,11,2,12.40,5.400,-3.700,11.43,0.970,16.10
2807,1.914,2.600,0,0.000,0,0,11,2,12.20,5.200,-3.900,11.43,0.770,16.10
2807,1.789,3.490,0,0.000,0,0,11,2,12.80,5.800,-3.300,11.43,1.370,16.10
2807,2.012,4.625,0,0.000,0,0,11,2,10.60,3.600,-5.500,11.43,-0.830,16.10
2807,2.022,5.836,0,0.000,0,0,11,2,7.50,0.500,-8.600,11.43,-3.930,16.10
2807,2.066,6.759,0,0.000,0,0,11,2,8.40,1.400,-7.700,11.43,-3.030,16.10
2807,2.015,8.067,0,0.000,0,0,11,2,8.40,1.400,-7.700,11.43,-3.030,16.10
2807,2.040,8.817,0,0.000,0,0,11,2,8.80,1.800,NA,11.43,-2.630,16.10
2830,1.576,1.023,1,0.567,0,0,9,0,7.70,0.700,0.000,6.00,1.703,7.70
2830,1.521,1.523,1,1.067,0,0,9,0,8.10,1.100,0.400,6.00,2.103,7.70
2830,2.380,2.542,1,2.086,0,0,9,0,6.30,-0.705,-1.405,6.00,0.298,7.70
2830,1.972,4.650,1,4.194,0,0,9,0,4.70,-2.305,-3.005,6.00,-1.302,7.70
2830,2.442,6.015,1,5.559,0,0,9,0,4.59,-2.405,-3.105,6.00,-1.402,7.70
2830,2.401,7.055,1,6.599,0,0,9,0,4.59,-2.405,-3.105,6.00,-1.402,7.70
2832,2.238,0.435,1,0.315,0,0,8,-1,8.10,1.100,0.000,6.44,1.659,8.10
2832,1.513,1.416,1,1.296,0,0,8,-1,6.30,-0.705,-1.805,6.44,-0.146,8.10
2832,2.624,2.022,1,1.902,0,0,8,-1,5.39,-1.605,-2.705,6.44,-1.046,8.10
2832,1.789,2.747,1,2.627,0,0,8,-1,4.70,NA,-3.405,6.44,-1.746,8.10
2832,1.932,3.394,1,3.274,0,0,8,-1,4.59,-2.405,-3.505,6.44,-1.846,8.10
2832,2.507,4.548,1,4.428,0,0,8,-1,4.59,-2.405,-3.505,6.44,-1.846,8.10
2832,3.128,5.248,1,5.128,0,0,8,-1,4.99,-2.005,-3.105,6.44,-1.446,8.10
2832,3.352,6.028,1,5.908,0,0,8,-1,6.70,-0.305,-1.405,6.44,0.254,8.10
2832,2.446,7.067,1,6.947,0,0,8,-1,12.60,NA,4.500,6.44,6.159,8.10
2837,1.576,0.313,0,0.000,0,0,9,0,7.70,0.700,0.000,6.57,1.133,7.70
2837,1.535,1.274,0,0.000,0,0,9,0,8.10,1.100,0.400,6.57,1.533,7.70
2837,1.461,2.313,0,0.000,0,0,9,0,6.30,-0.705,-1.405,6.57,-0.271,7.70
2837,1.531,3.023,0,0.000,0,0,9,0,5.39,-1.605,-2.305,6.57,-1.171,7.70
2837,1.631,3.785,0,0.000,0,0,9,0,4.70,-2.305,-3.005,6.57,-1.872,7.70
2837,2.121,4.345,0,0.000,0,0,9,0,4.59,-2.405,-3.105,6.57,-1.972,7.70
2837,1.931,4.845,0,0.000,0,0,9,0,4.59,-2.405,-3.105,6.57,-1.972,7.70
2837,2.066,5.999,0,0.000,0,0,9,0,4.99,-2.005,NA,6.57,-1.571,7.70
2837,2.079,6.826,0,0.000,0,0,9,0,6.70,-0.305,-1.005,6.57,0.128,7.70
2837,2.212,7.730,0,0.000,0,0,9,0,12.60,5.600,4.900,6.57,6.034,7.70
2866,1.081,0.856,1,0.856,0,0,9,0,4.99,-2.005,0.000,6.26,-1.261,4.99
2866,1.935,1.914,1,1.914,0,0,9,0,6.30,-0.705,1.300,6.26,0.039,4.99
2866,2.285,2.914,1,2.914,0,0,9,0,7.70,0.700,2.705,6.26,1.444,4.99
2866,2.552,5.875,1,5.875,0,0,9,0,5.39,-1.605,0.400,6.26,-0.861,4.99
2866,2.897,6.952,1,6.952,0,0,9,0,4.70,-2.305,-0.300,6.26,-1.561,4.99
2866,2.691,8.029,1,8.029,0,0,9,0,4.59,-2.405,-0.400,6.26,-1.661,4.99
2866,2.361,9.241,1,9.241,0,0,9,0,4.59,-2.405,-0.400,6.26,-1.661,4.99
2866,3.270,10.221,1,10.220,0,0,9,0,4.99,-2.005,0.000,6.26,-1.261,4.99
2866,2.445,11.337,1,11.340,0,0,9,0,6.70,-0.305,1.700,6.26,0.439,4.99
2866,2.048,12.260,1,12.260,0,0,9,0,12.60,5.600,7.605,6.26,6.344,4.99
2884,2.026,1.000,0,0.000,0,0,11,2,4.49,-2.505,0.000,4.02,0.475,4.49
2884,2.209,2.019,0,0.000,0,0,11,2,4.59,-2.405,0.100,4.02,0.575,4.49
2884,2.523,5.115,1,0.000,0,0,11,2,3.10,-3.905,-1.400,4.02,-0.925,4.49
2884,2.854,6.346,1,1.231,0,0,11,2,2.60,-4.405,-1.900,4.02,-1.425,4.49
2884,3.291,7.596,1,2.481,0,0,11,2,2.80,-4.205,-1.700,4.02,-1.225,4.49
2884,3.344,8.538,1,3.423,0,0,11,2,3.19,-3.805,-1.300,4.02,-0.825,4.49
2884,3.316,9.500,1,4.385,0,0,11,2,5.20,-1.805,0.700,4.02,1.175,4.49
2884,3.309,10.462,1,5.346,0,0,11,2,6.20,-0.805,1.700,4.02,2.175,4.49
2890,1.881,0.868,0,0.000,0,1,8,-1,3.89,-3.105,0.000,4.24,-0.350,3.89
2890,2.024,2.945,0,0.000,0,1,8,-1,4.59,-2.405,0.700,4.24,0.350,3.89
2923,2.073,1.019,0,0.000,0,0,9,0,5.70,-1.305,0.000,4.70,0.999,5.70
2923,2.115,2.000,0,0.000,0,0,9,0,6.90,-0.100,NA,4.70,2.204,5.70
2923,2.222,3.000,0,0.000,0,0,9,0,5.70,-1.305,0.000,4.70,0.999,5.70
2923,2.625,5.039,0,0.000,0,0,9,0,4.80,-2.205,-0.900,4.70,0.099,5.70
2923,2.582,6.078,0,0.000,0,0,9,0,3.60,-3.405,-2.100,4.70,-1.101,5.70
2923,2.823,7.520,1,0.000,0,0,9,0,2.99,-4.005,-2.700,4.70,-1.701,5.70
2923,2.616,8.366,1,0.846,0,0,9,0,3.60,-3.405,NA,4.70,-1.101,5.70
2923,2.749,9.424,1,1.904,0,0,9,0,3.49,-3.505,-2.200,4.70,-1.201,5.70
2923,2.263,10.405,1,2.885,0,0,9,0,5.49,-1.505,-0.200,4.70,0.799,5.70
2953,1.586,0.960,0,0.000,0,0,9,0,9.60,2.600,0.000,6.39,3.212,9.60
2953,1.993,1.522,0,0.000,0,0,9,0,9.20,2.200,-0.400,6.39,2.812,9.60
2953,1.485,2.637,0,0.000,0,0,9,0,11.00,4.000,NA,6.39,4.612,9.60
2953,1.409,3.522,0,0.000,0,0,9,0,8.40,1.400,-1.200,6.39,2.012,9.60
2953,1.819,4.560,0,0.000,0,0,9,0,6.09,-0.905,-3.505,6.39,-0.293,9.60
2953,2.377,5.695,0,0.000,0,0,9,0,4.49,NA,-5.105,6.39,-1.893,9.60
2953,2.421,7.003,0,0.000,0,0,9,0,3.80,-3.205,-5.805,6.39,-2.593,9.60
2953,2.540,8.060,0,0.000,0,0,9,0,3.69,-3.305,-5.905,6.39,-2.693,9.60
2953,2.719,8.907,0,0.000,0,0,9,0,2.89,-4.105,-6.705,6.39,-3.493,9.60
2953,2.485,10.099,0,0.000,0,0,9,0,4.59,-2.405,-5.005,6.39,-1.793,9.60
2953,2.318,11.214,0,0.000,0,0,9,0,6.49,NA,-3.105,6.39,0.107,9.60
2968,1.789,0.090,0,0.000,0,1,6,-3,7.30,0.300,0.000,5.25,2.054,7.30
2968,2.155,0.414,0,0.000,0,1,6,-3,5.39,-1.605,NA,5.25,0.149,7.30
2968,1.794,1.294,1,0.000,0,1,6,-3,4.20,-2.805,-3.105,5.25,-1.051,7.30
2968,2.161,2.352,1,1.058,0,1,6,-3,3.19,-3.805,-4.105,5.25,-2.051,7.30
2968,2.263,2.992,1,1.698,0,1,6,-3,5.20,-1.805,-2.105,5.25,-0.051,7.30
2968,2.140,3.896,1,2.602,0,1,6,-3,6.20,-0.805,-1.105,5.25,0.949,7.30
2974,1.490,0.588,0,0.000,0,0,8,-1,5.70,-1.305,0.000,4.81,0.888,5.70
2974,1.491,1.170,0,0.000,0,0,8,-1,6.90,-0.100,1.205,4.81,2.093,5.70
2974,1.499,1.950,0,0.000,0,0,8,-1,5.70,-1.305,0.000,4.81,0.888,5.70
2974,1.705,3.200,0,0.000,0,0,8,-1,4.59,-2.405,-1.100,4.81,-0.212,5.70
2974,1.120,4.335,0,0.000,0,0,8,-1,4.80,-2.205,-0.900,4.81,-0.012,5.70
2974,2.219,5.162,0,0.000,0,0,8,-1,4.81,-2.193,-0.888,4.81,0.000,5.70
2974,2.044,6.527,0,0.000,0,0,8,-1,2.99,-4.005,-2.700,4.81,-1.812,5.70
2974,2.098,7.642,0,0.000,0,0,8,-1,3.60,-3.405,-2.100,4.81,-1.212,5.70
2974,2.094,8.565,0,0.000,0,0,8,-1,3.49,-3.505,-2.200,4.81,-1.312,5.70
2974,2.100,9.412,0,0.000,0,0,8,-1,5.49,-1.505,-0.200,4.81,0.688,5.70
2976,1.804,0.796,0,0.000,0,0,9,0,11.00,4.000,0.000,6.98,4.024,11.00
2976,2.614,1.440,1,0.000,0,0,9,0,8.40,1.400,-2.600,6.98,1.424,11.00
2976,2.574,2.170,1,0.731,0,0,9,0,8.20,1.200,-2.800,6.98,1.224,11.00
2976,2.582,3.305,1,1.865,0,0,9,0,7.30,0.300,-3.700,6.98,0.324,11.00
2976,2.542,4.555,1,3.115,0,0,9,0,5.39,-1.605,-5.605,6.98,-1.581,11.00
2976,2.862,5.516,1,4.077,0,0,9,0,4.20,-2.805,-6.805,6.98,-2.781,11.00
2976,2.536,6.709,1,5.269,0,0,9,0,4.49,-2.505,-6.505,6.98,-2.481,11.00
2976,2.526,7.766,1,6.327,0,0,9,0,6.20,-0.805,-4.805,6.98,-0.781,11.00
2976,2.446,8.651,1,7.212,0,0,9,0,7.60,0.600,-3.400,6.98,0.624,11.00
2977,2.561,0.149,1,0.000,0,0,10,1,9.60,2.600,0.000,7.42,2.184,9.60
2977,1.679,1.103,1,0.954,0,0,10,1,9.20,2.200,-0.400,7.42,1.784,9.60
2977,2.585,2.086,1,1.937,0,0,10,1,11.00,4.000,1.400,7.42,3.584,9.60
2977,2.261,3.066,1,2.918,0,0,10,1,8.40,1.400,-1.200,7.42,0.984,9.60
2977,2.155,4.259,1,4.110,0,0,10,1,8.20,1.200,-1.400,7.42,0.784,9.60
2977,2.417,5.059,1,4.910,0,0,10,1,7.30,0.300,-2.300,7.42,-0.116,9.60
2977,2.065,6.462,1,6.314,0,0,10,1,5.39,-1.605,-4.205,7.42,-2.021,9.60
2977,3.630,7.520,1,7.372,0,0,10,1,4.20,-2.805,-5.405,7.42,-3.221,9.60
2977,2.378,8.405,1,8.256,0,0,10,1,4.49,-2.505,-5.105,7.42,-2.921,9.60
2977,2.551,9.482,1,9.333,0,0,10,1,6.20,-0.805,-3.405,7.42,-1.221,9.60
2977,2.783,10.462,1,10.310,0,0,10,1,7.60,0.600,-2.000,7.42,0.184,9.60
3002,1.743,0.140,0,0.000,0,1,8,-1,9.60,2.600,0.000,6.85,2.753,9.60
3002,1.645,1.178,0,0.000,0,1,8,-1,9.20,2.200,-0.400,6.85,2.352,9.60
3002,1.851,2.332,0,0.000,0,1,8,-1,6.85,NA,-2.753,6.85,0.000,9.60
3002,1.599,2.452,0,0.000,0,1,8,-1,6.85,-0.153,-2.753,6.85,0.000,9.60
3002,1.476,3.009,0,0.000,0,1,8,-1,6.85,-0.153,NA,6.85,0.000,9.60
3002,2.482,3.609,0,0.000,0,1,8,-1,6.85,-0.153,-2.753,6.85,0.000,9.60
3002,1.351,5.109,0,0.000,0,1,8,-1,4.70,-2.305,-4.905,6.85,-2.152,9.60
3002,1.412,5.840,0,0.000,0,1,8,-1,3.80,NA,-5.805,6.85,-3.053,9.60
3002,1.726,6.912,0,0.000,0,1,8,-1,6.20,-0.805,-3.405,6.85,-0.652,9.60
3002,2.486,7.893,0,0.000,0,1,8,-1,7.60,0.600,NA,6.85,0.752,9.60
3044,2.269,0.400,0,0.000,0,0,9,0,9.00,2.000,0.000,6.35,2.653,9.00
3044,1.856,0.610,0,0.000,0,0,9,0,7.20,0.200,-1.800,6.35,0.853,9.00
3044,1.819,0.722,0,0.000,0,0,9,0,6.20,NA,-2.805,6.35,-0.152,9.00
3044,2.126,1.626,0,0.000,0,0,9,0,5.59,-1.405,-3.405,6.35,-0.752,9.00
3044,2.536,3.126,0,0.000,0,0,9,0,3.39,-3.605,NA,6.35,-2.952,9.00
3044,3.005,4.626,0,0.000,0,0,9,0,6.70,-0.305,-2.305,6.35,0.348,9.00
3087,2.130,1.500,0,0.000,0,0,11,2,9.40,2.400,0.000,9.93,-0.533,9.40
3087,2.358,2.423,0,0.000,0,0,11,2,8.50,1.500,-0.900,9.93,-1.433,9.40
3087,2.815,2.671,0,0.000,0,0,11,2,11.90,4.900,2.500,9.93,1.967,9.40
3088,3.140,1.500,0,0.000,0,0,7,-2,8.50,1.500,0.000,10.20,-1.700,8.50
3088,2.853,2.462,0,0.000,0,0,7,-2,11.90,4.900,3.400,10.20,1.700,8.50
3103,1.556,0.942,0,0.000,0,0,8,-1,10.30,3.300,0.000,8.78,1.522,10.30
3103,1.577,1.662,0,0.000,0,0,8,-1,16.20,NA,5.900,8.78,7.422,10.30
3103,1.162,1.837,0,0.000,0,0,8,-1,12.00,5.000,1.700,8.78,3.222,10.30
3103,1.243,2.180,0,0.000,0,0,8,-1,10.10,3.100,NA,8.78,1.322,10.30
3103,1.541,2.612,0,0.000,0,0,8,-1,9.10,2.100,-1.200,8.78,0.322,10.30
3103,1.349,3.563,0,0.000,0,0,8,-1,7.50,0.500,-2.800,8.78,-1.278,10.30
3103,1.847,4.736,0,0.000,0,0,8,-1,6.49,-0.505,-3.805,8.78,-2.283,10.30
3103,1.922,5.676,0,0.000,0,0,8,-1,4.49,-2.505,-5.805,8.78,-4.283,10.30
3103,2.140,6.695,0,0.000,0,0,8,-1,4.99,-2.005,-5.305,8.78,-3.783,10.30
3103,2.100,7.535,0,0.000,0,0,8,-1,6.59,-0.405,-3.705,8.78,-2.183,10.30
3104,1.568,0.212,0,0.000,0,0,6,-3,12.00,5.000,0.000,7.66,4.340,12.00
3104,1.347,0.300,0,0.000,0,0,6,-3,10.10,3.100,-1.900,7.66,2.440,12.00
3104,1.605,0.790,0,0.000,0,0,6,-3,9.10,2.100,-2.900,7.66,1.440,12.00
3104,1.421,1.892,0,0.000,0,0,6,-3,7.50,0.500,-4.500,7.66,-0.160,12.00
3104,1.707,2.882,0,0.000,0,0,6,-3,6.49,-0.505,-5.505,7.66,-1.165,12.00
3104,1.746,3.604,0,0.000,0,0,6,-3,4.49,-2.505,-7.505,7.66,-3.165,12.00
3104,1.792,3.724,0,0.000,0,0,6,-3,4.99,-2.005,-7.005,7.66,-2.665,12.00
3104,1.570,3.751,0,0.000,0,0,6,-3,6.59,-0.405,-5.405,7.66,-1.065,12.00
3194,1.881,1.418,0,0.000,0,0,11,2,8.30,1.300,0.000,8.47,-0.169,8.30
3194,1.987,2.398,0,0.000,0,0,11,2,10.60,3.600,2.300,8.47,2.131,8.30
3194,2.123,3.398,0,0.000,0,0,11,2,14.70,7.700,6.400,8.47,6.231,8.30
3194,1.932,4.418,0,0.000,0,0,11,2,8.70,1.700,0.400,8.47,0.231,8.30
3194,2.200,5.475,0,0.000,0,0,11,2,8.20,1.200,-0.100,8.47,-0.269,8.30
3194,2.052,6.629,0,0.000,0,0,11,2,9.00,2.000,0.700,8.47,0.531,8.30
3194,2.036,7.687,0,0.000,0,0,11,2,5.30,-1.705,-3.005,8.47,-3.174,8.30
3194,1.997,8.744,0,0.000,0,0,11,2,3.80,-3.205,-4.505,8.47,-4.674,8.30
3194,2.110,9.841,0,0.000,0,0,11,2,6.90,-0.100,-1.400,8.47,-1.569,8.30
3194,2.157,10.591,0,0.000,0,0,11,2,9.20,2.200,0.900,8.47,0.731,8.30
3230,2.052,1.262,0,0.000,0,0,9,0,10.60,3.600,0.000,7.80,2.802,10.60
3230,1.892,2.292,0,0.000,0,0,9,0,14.70,7.700,4.100,7.80,6.902,10.60
3230,1.845,3.234,0,0.000,0,0,9,0,8.70,1.700,-1.900,7.80,0.902,10.60
3230,2.666,4.292,0,0.000,0,0,9,0,8.20,1.200,-2.400,7.80,0.402,10.60
3230,2.797,5.349,0,0.000,0,0,9,0,9.00,2.000,-1.600,7.80,1.202,10.60
3230,2.850,6.542,0,0.000,0,0,9,0,5.30,-1.705,-5.305,7.80,-2.503,10.60
3230,3.094,7.926,0,0.000,0,0,9,0,4.70,-2.305,-5.905,7.80,-3.103,10.60
3230,2.988,8.907,0,0.000,0,0,9,0,3.80,-3.205,-6.805,7.80,-4.003,10.60
3230,2.749,9.888,0,0.000,0,0,9,0,5.49,-1.505,-5.105,7.80,-2.303,10.60
3230,2.475,10.772,0,0.000,0,0,9,0,7.50,0.500,-3.100,7.80,-0.298,10.60
3270,1.586,0.135,0,0.000,0,1,9,0,9.60,2.600,0.000,7.07,2.531,9.60
3270,1.576,0.255,0,0.000,0,1,9,0,9.20,2.200,-0.400,7.07,2.131,9.60
3270,1.993,0.591,0,0.000,0,1,9,0,8.20,NA,-1.400,7.07,1.131,9.60
3270,1.789,0.840,0,0.000,0,1,9,0,7.30,0.300,-2.300,7.07,0.231,9.60
3270,2.085,1.955,0,0.000,0,1,9,0,4.20,-2.805,NA,7.07,-2.874,9.60
3270,2.145,2.648,0,0.000,0,1,9,0,4.49,-2.505,-5.105,7.07,-2.574,9.60
3270,1.732,4.032,0,0.000,0,1,9,0,6.49,-0.505,-3.105,7.07,-0.574,9.60
3272,1.492,0.300,0,0.000,0,0,9,0,12.80,NA,0.000,8.88,3.918,12.80
3272,1.532,0.620,0,0.000,0,0,9,0,13.80,6.800,1.000,8.88,4.918,12.80
3272,2.086,1.869,1,1.249,0,0,9,0,6.80,-0.205,NA,8.88,-2.087,12.80
3272,1.484,2.869,1,2.249,0,0,9,0,7.10,0.100,-5.700,8.88,-1.782,12.80
3272,2.525,3.830,1,3.210,0,0,9,0,5.09,-1.905,-7.705,8.88,-3.787,12.80
3272,2.079,4.803,1,4.183,0,0,9,0,7.70,NA,-5.100,8.88,-1.182,12.80
3274,0.967,0.792,0,0.000,0,1,10,1,9.50,2.500,0.000,10.19,-0.687,9.50
3274,1.293,1.347,0,0.000,0,1,10,1,12.80,5.800,NA,10.19,2.613,9.50
3274,1.604,1.847,0,0.000,0,1,10,1,13.80,6.800,4.300,10.19,3.613,9.50
3274,1.632,2.335,0,0.000,0,1,10,1,12.00,5.000,2.500,10.19,1.813,9.50
3274,1.635,3.315,0,0.000,0,1,10,1,10.90,3.900,1.400,10.19,0.713,9.50
3274,1.883,4.815,0,0.000,0,1,10,1,5.09,-1.905,-4.405,10.19,-5.092,9.50
3274,2.001,5.873,0,0.000,0,1,10,1,7.70,0.700,-1.800,10.19,-2.487,9.50
3274,1.944,6.815,0,0.000,0,1,10,1,9.70,2.700,0.200,10.19,-0.487,9.50
3284,2.113,5.045,1,5.045,0,0,9,0,7.70,0.700,0.000,8.70,-1.000,7.70
3284,2.338,6.006,1,6.006,0,0,9,0,9.70,NA,2.000,8.70,1.000,7.70
3296,1.713,0.388,0,0.000,0,0,8,-1,9.50,2.500,0.000,9.11,0.389,9.50
3296,2.148,1.008,0,0.000,0,0,8,-1,13.80,6.800,NA,9.11,4.689,9.50
3296,1.581,1.978,0,0.000,0,0,8,-1,12.00,5.000,2.500,9.11,2.889,9.50
3296,1.819,1.998,0,0.000,0,0,8,-1,10.90,3.900,1.400,9.11,1.789,9.50
3296,1.536,2.358,0,0.000,0,0,8,-1,7.70,0.700,-1.800,9.11,-1.411,9.50
3296,2.086,2.578,0,0.000,0,0,8,-1,6.80,-0.205,-2.705,9.11,-2.316,9.50
3296,2.518,3.651,0,0.000,0,0,8,-1,7.10,0.100,-2.400,9.11,-2.011,9.50
3296,1.997,4.491,0,0.000,0,0,8,-1,5.09,-1.905,-4.405,9.11,-4.016,9.50
3311,2.305,1.000,0,0.000,1,0,11,2,12.00,5.000,0.000,10.93,1.067,12.00
3311,2.471,1.981,0,0.000,1,0,11,2,13.40,6.400,1.400,10.93,2.467,12.00
3311,2.575,2.942,0,0.000,1,0,11,2,17.40,10.400,5.400,10.93,6.467,12.00
3311,2.587,4.019,0,0.000,1,0,11,2,17.10,10.100,5.100,10.93,6.167,12.00
3311,2.554,4.962,0,0.000,1,0,11,2,12.20,5.200,0.200,10.93,1.267,12.00
3311,2.561,5.362,0,0.000,1,0,11,2,9.40,2.400,-2.600,10.93,-1.533,12.00
3311,1.645,5.467,0,0.000,1,0,11,2,8.60,1.600,-3.400,10.93,-2.333,12.00
3311,2.503,6.022,0,0.000,1,0,11,2,8.00,1.000,-4.000,10.93,-2.933,12.00
3311,1.454,7.252,0,0.000,1,0,11,2,8.30,1.300,-3.700,10.93,-2.633,12.00
3311,1.960,8.492,0,0.000,1,0,11,2,6.80,-0.205,-5.205,10.93,-4.138,12.00
3311,1.569,9.050,0,0.000,1,0,11,2,7.30,0.300,-4.700,10.93,-3.633,12.00
3311,2.135,9.690,0,0.000,1,0,11,2,10.70,3.700,-1.300,10.93,-0.233,12.00
3326,1.841,0.224,1,0.224,1,0,7,-2,12.20,5.200,0.000,8.91,3.288,12.20
3326,1.531,0.320,1,0.320,1,0,7,-2,9.40,2.400,-2.800,8.91,0.488,12.20
3326,1.502,0.920,1,0.920,1,0,7,-2,8.60,1.600,-3.600,8.91,-0.312,12.20
3326,2.637,1.595,1,1.595,1,0,7,-2,8.00,1.000,-4.200,8.91,-0.912,12.20
3326,2.540,1.725,1,1.725,1,0,7,-2,8.30,1.300,-3.900,8.91,-0.612,12.20
3326,1.777,2.571,1,2.571,1,0,7,-2,6.80,-0.205,-5.405,8.91,-2.117,12.20
3326,1.504,2.783,1,2.783,1,0,7,-2,7.30,0.300,-4.900,8.91,-1.612,12.20
3326,2.206,3.883,1,3.883,1,0,7,-2,10.70,3.700,-1.500,8.91,1.788,12.20
3334,1.506,0.015,0,0.000,1,0,9,0,17.10,10.100,0.000,9.97,7.126,17.10
3334,1.455,0.275,0,0.000,1,0,9,0,12.20,5.200,-4.900,9.97,2.226,17.10
3334,1.397,0.433,0,0.000,1,0,9,0,9.40,2.400,-7.700,9.97,-0.574,17.10
3334,1.633,0.666,0,0.000,1,0,9,0,8.00,1.000,-9.100,9.97,-1.974,17.10
3334,1.545,1.286,0,0.000,1,0,9,0,8.30,1.300,-8.800,9.97,-1.674,17.10
3334,1.437,1.536,0,0.000,1,0,9,0,6.80,-0.205,NA,9.97,-3.179,17.10
3334,2.485,2.015,0,0.000,1,0,9,0,7.30,0.300,-9.800,9.97,-2.674,17.10
3334,1.529,2.415,0,0.000,1,0,9,0,10.70,3.700,-6.400,9.97,0.726,17.10
3340,1.735,0.020,0,0.000,0,0,10,1,7.70,0.700,0.000,7.84,-0.138,7.70
3340,1.895,0.760,0,0.000,0,0,10,1,12.00,5.000,4.300,7.84,4.162,7.70
3340,3.032,1.934,0,0.000,0,0,10,1,14.10,NA,NA,7.84,6.262,7.70
3340,1.388,3.434,0,0.000,0,0,10,1,6.90,-0.100,-0.800,7.84,-0.938,7.70
3340,1.566,4.246,0,0.000,0,0,10,1,12.20,5.200,4.500,7.84,4.363,7.70
3340,2.322,5.477,0,0.000,0,0,10,1,5.99,-1.005,-1.705,7.84,-1.842,7.70
3340,2.177,6.227,0,0.000,0,0,10,1,4.70,-2.305,-3.005,7.84,-3.142,7.70
3340,2.471,7.400,0,0.000,0,0,10,1,3.80,NA,-3.905,7.84,-4.043,7.70
3340,2.303,8.592,0,0.000,0,0,10,1,4.20,-2.805,-3.505,7.84,-3.642,7.70
3340,2.544,9.452,0,0.000,0,0,10,1,6.80,-0.205,-0.905,7.84,-1.043,7.70
3417,1.645,0.200,0,0.000,0,0,11,2,9.60,2.600,0.000,7.67,1.931,9.60
3417,1.729,0.940,0,0.000,0,0,11,2,11.40,4.400,1.800,7.67,3.731,9.60
3417,1.433,1.605,0,0.000,0,0,11,2,8.00,NA,-1.600,7.67,0.331,9.60
3417,1.526,2.165,0,0.000,0,0,11,2,7.67,0.669,-1.931,7.67,0.000,9.60
3417,2.295,3.173,0,0.000,0,0,11,2,6.90,-0.100,-2.700,7.67,-0.769,9.60
3417,2.353,3.595,1,0.000,0,0,11,2,5.49,-1.505,-4.105,7.67,-2.174,9.60
3417,1.673,4.614,1,1.019,0,0,11,2,5.59,-1.405,-4.005,7.67,-2.074,9.60
3417,2.157,5.539,1,1.944,0,0,11,2,6.70,-0.305,-2.905,7.67,-0.974,9.60
3440,1.857,0.163,0,0.000,0,0,11,2,5.59,-1.405,0.000,7.56,-1.965,5.59
3440,1.907,0.983,0,0.000,0,0,11,2,6.70,-0.305,1.100,7.56,-0.865,5.59
3440,1.586,1.613,0,0.000,0,0,11,2,8.70,1.700,3.105,7.56,1.140,5.59
3440,2.255,2.453,0,0.000,0,0,11,2,9.60,2.600,4.005,7.56,2.040,5.59
3440,2.163,3.395,0,0.000,0,0,11,2,11.40,NA,5.805,7.56,3.840,5.59
3440,2.101,4.376,0,0.000,0,0,11,2,9.40,2.400,3.805,7.56,1.840,5.59
3440,2.164,5.549,0,0.000,0,0,11,2,7.10,0.100,1.505,7.56,-0.460,5.59
3440,2.121,6.703,0,0.000,0,0,11,2,8.00,1.000,2.405,7.56,0.440,5.59
3440,2.161,7.703,0,0.000,0,0,11,2,7.10,0.100,1.505,7.56,-0.460,5.59
3440,2.252,9.049,0,0.000,0,0,11,2,6.90,-0.100,1.305,7.56,-0.660,5.59
3440,2.208,9.838,0,0.000,0,0,11,2,5.49,-1.505,-0.100,7.56,-2.065,5.59
3440,2.022,10.953,0,0.000,0,0,11,2,5.59,-1.405,0.000,7.56,-1.965,5.59
3440,2.040,11.853,0,0.000,0,0,11,2,6.70,-0.305,1.100,7.56,-0.865,5.59
3484,1.668,0.782,0,0.000,0,0,11,2,12.60,5.600,0.000,7.63,4.968,12.60
3484,1.716,1.592,0,0.000,0,0,11,2,9.90,2.900,-2.700,7.63,2.268,12.60
3484,1.776,2.572,0,0.000,0,0,11,2,8.80,1.800,-3.800,7.63,1.168,12.60
3484,1.972,3.347,0,0.000,0,0,11,2,7.10,0.100,-5.500,7.63,-0.532,12.60
3484,2.086,3.447,0,0.000,0,0,11,2,7.00,0.000,-5.600,7.63,-0.632,12.60
3484,2.177,4.620,0,0.000,0,0,11,2,7.30,0.300,-5.300,7.63,-0.332,12.60
